E-id,Archival_Culture_Name,Possible_GJB_All_cid_Matches,Cultural_focus,Ensemble/Song_name,Instruments_in_Ensemble,See_I-ids,Additional_Comments,Bibliographic_Sources,Page/plate/illustration#,Archival_source,Source_Tag,Metadata_notes
359,US URB BAND,62475,,Concert band,8 Trumpets; 8 Trombones; 3 Tubas; 2 Bass trombones; 4 Euphoniums; 8 French horns; 16 Clarinets; 2 Oboes; 1 English horn;  2 Alto clarinets; 1 Bass clarinet; 4 Flutes; 1 Piccolo; 2 Bassoons; 1 Bass drum; 4 Snare drums; 1 Xylophone; 1 Cymbal; 4 Miscellaneous percussion; 2 String bass; 3 Alto saxophones; 3 Tenor saxophones; 1 Baritone saxophone; 6 Miscellaneous percussion,985; 986; 1283; 1282; 1281; 983; 982; 980; 981; 1284; 1285; 979; 978; 984; 995; 994; 1289; 992; 1290; 990; 1286; 1287; 1288,,"Marcuse, S. (1964). Musical Instruments: A Comprehensive Dictionary. New York: Doubleday & Co.",,,@Marcuse1964MusicalInstruments,
360,US URB SYM,62475,,,30 Violins; 12 Violas; 8 Cellos; 7 Bass viols; 3 Flutes; 1 Piccolo; 2 Oboes; 1 English horn; 2 Clarinets; 1 Alto clarinet; 1 Bass clarinet; 3 Bassoons; 1 Contra bassoon; 6 French horns; 4 Trumpets; 2 Trombones; 1 Bass trombone; 1 Tuba; 3 Kettle drums; 1 Bass drum; 2 Cymbals; 1 Snare drum; 1 Piano; 1 Harp; 5 Miscellaneous percussion,987; 988; 989; 990; 979; 978; 980; 981; 982; 1284; 1285; 984; 1292; 983; 985; 986; 1283; 1282; 996; 995; 992; 991; 1291; 993; 1290,,"Marcuse, S. (1964). Musical Instruments: A Comprehensive Dictionary. New York: Doubleday & Co.",,,@Marcuse1964MusicalInstruments,
326,PUERTORICO,23970,,,1 Guitar (cuatro); 1 Guitar (tres); 1 Rattle; 1 Scraper,906; 907; 910; 911,,"Marlens, W. S. (1956). [Liner notes]. Songs and Dances of Puerto Rico. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/songs-and-dances-of-puerto-rico/caribbean-latin-world/music/album/smithsonian",,7D18,@FW1956SongsAndDancesOfPuertoRico,
327,PUERTORICO,23970,,,1 Guitar (cuatro); 1 Guitar (tres); 1 Rattle; 1 Scraper; 1 Marimbola; 1 Sticks,906; 907; 910; 911; 908; 909,,"Marlens, W. S. (1956). [Liner notes]. Songs and Dances of Puerto Rico. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/songs-and-dances-of-puerto-rico/caribbean-latin-world/music/album/smithsonian",,7D18,@FW1956SongsAndDancesOfPuertoRico,
519,CUNA,14235,,,1 Flute,1270,Armadillo skull flute,"Marshall, D.S. (1950). Cuna Folk: a conceptual scheme involving the dynamic factors of culture as applied to the Cuna Indians. Unpublished manuscript, Department of Anthropology, Harvard University.",,,@Marshall1950CunaFolk,
259,PWOKARENS,24069,,,2 Xylophones,743,,"Marshall, H. (1922). The Karen People of Burma: A Study in Anthropology and Ethnology. Ohio State University Bulletin 26(13).","Marshall, 164-65",,@Marshall1922TheKarenPeopleofBurma,
260,PWOKARENS,24069,,,7 Percussion sticks,731,,"Marshall, H. (1922). The Karen People of Burma: A Study in Anthropology and Ethnology. Ohio State University Bulletin 26(13).","Marshall, 200",,@Marshall1922TheKarenPeopleofBurma,
261,PWOKARENS,24069,,,3 Rattles; 2 Whistles,737; 738,,"Marshall, H. (1922). The Karen People of Burma: A Study in Anthropology and Ethnology. Ohio State University Bulletin 26(13).","Marshall, 202",,@Marshall1922TheKarenPeopleofBurma,
262,PWOKARENS,24069,,,1 Harp; 1 Idiochord,732; 742,,"Marshall, H. (1922). The Karen People of Burma: A Study in Anthropology and Ethnology. Ohio State University Bulletin 26(13).","Marshall, 160",,@Marshall1922TheKarenPeopleofBurma,
263,PWOKARENS,24069,,,1 Clarinet; 1 Gong; 1 Cymbals; 1 Drum,733; 734; 736; 735,,"Marshall, H. (1922). The Karen People of Burma: A Study in Anthropology and Ethnology. Ohio State University Bulletin 26(13).",,,@Marshall1922TheKarenPeopleofBurma,
681,SHLUH,25444,,,1 Hand drum (bendir); 24 Clapping,1447; 1453,,"Mazel, J. (1955). [Liner notes]. Féerie Sud-Marocaine. France: Philips. In Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie. Retrieved from https://archives.crem-cnrs.fr/archives/collections/CNRSMH_E_1957_004_001/; Mazel, J. (1960). [Liner notes]. Grand Haouach De Telouet. France: Philips. In Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie.",,T1737; T1736,@Philips1955FeerieSudMarocaine @Philips1960GrandHaouach,
682,SHLUH,25444,,,1 Fiddle,1451,,"Mazel, J. (1955). [Liner notes]. Féerie Sud-Marocaine. France: Philips. In Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie. Retrieved from https://archives.crem-cnrs.fr/archives/collections/CNRSMH_E_1957_004_001/; Mazel, J. (1960). [Liner notes]. Grand Haouach De Telouet. France: Philips. In Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie.",,T1737; T1736,@Philips1955FeerieSudMarocaine @Philips1960GrandHaouach,
684,SHLUH,25444,,,25 Drums (bendir),1447,,"Mazel, J. (1955). [Liner notes]. Féerie Sud-Marocaine. France: Philips. In Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie. Retrieved from https://archives.crem-cnrs.fr/archives/collections/CNRSMH_E_1957_004_001/; Mazel, J. (1960). [Liner notes]. Grand Haouach De Telouet. France: Philips. In Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie.",,T1737; T1736,@Philips1955FeerieSudMarocaine @Philips1960GrandHaouach,
685,SHLUH,25444,,,1 Drum (large tambourine); 1 Clapper (disc),1449; 1448,,"Mazel, J. (1955). [Liner notes]. Féerie Sud-Marocaine. France: Philips. In Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie. Retrieved from https://archives.crem-cnrs.fr/archives/collections/CNRSMH_E_1957_004_001/; Mazel, J. (1960). [Liner notes]. Grand Haouach De Telouet. France: Philips. In Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie.",,T1737; T1736,@Philips1955FeerieSudMarocaine @Philips1960GrandHaouach,
686,SHLUH,25444,,,1 Fiddle; 1 Drum (hourglass),1451; 1450,,"Mazel, J. (1955). [Liner notes]. Féerie Sud-Marocaine. France: Philips. In Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie. Retrieved from https://archives.crem-cnrs.fr/archives/collections/CNRSMH_E_1957_004_001/; Mazel, J. (1960). [Liner notes]. Grand Haouach De Telouet. France: Philips. In Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie.",,T1737; T1736,@Philips1955FeerieSudMarocaine @Philips1960GrandHaouach,
589,DINKA,14576,,,50 Clapping,1322,,"McCallister, R. (March 1965). Interview by Alan Lomax. [Unpublished]",,,@McCallister1965LomaxInterview,"Coding sheet lists a different source that corresponds with Zuni texts, must be incorrect. Question mark is written next to the source on the coding sheet. I believe the Roxanne McCallister interview was used for all Dinka codings."
590,DINKA,14576,,,5 Clappers,1321,Grinding,"McCallister, R. (March 1965). Interview by Alan Lomax. [Unpublished]",,,@McCallister1965LomaxInterview,"No source info given on coding sheet, but I believe the Roxanne McCallister interview was used for all Dinka codings."
591,DINKA,14576,,,2 Drums (bul),1323,"Bul is a sound term for drum, otherwise drum has no name","McCallister, R. (March 1965). Interview by Alan Lomax. [Unpublished]",,,@McCallister1965LomaxInterview,"Coding sheet lists a different source that corresponds with Zuni texts, must be incorrect. Question mark is written next to the source on the coding sheet. I believe the Roxanne McCallister interview was used for all Dinka codings."
592,NUER,22870,,,5 Clappers,1324,Grinding,"McCallister, R. (March 1965). Interview by Alan Lomax. [Unpublished]",,,@McCallister1965LomaxInterview,
593,NUER,22870,,,3 Drums,1328,No specific names for drums,"McCallister, R. (March 1965). Interview by Alan Lomax. [Unpublished]",,,@McCallister1965LomaxInterview,
594,NUER,22870,,,50 Clapping,1325,,"McCallister, R. (March 1965). Interview by Alan Lomax. [Unpublished]",,,@McCallister1965LomaxInterview,
595,NUER,22870,,Secret song,1 Earth bow,1326,Used in spirit possession only,"McCallister, R. (March 1965). Interview by Alan Lomax. [Unpublished]",,,@McCallister1965LomaxInterview,
596,NUER,22870,,Griot,1 Lyre (thom),1327,,"McCallister, R. (March 1965). Interview by Alan Lomax. [Unpublished]",,,@McCallister1965LomaxInterview,
518,CUNA,14235,,,1 Clarinet-flute,1272,"Primitive clarinet, described as single-reed flute.","McKim, F. (1947). San Blas: An account of the Cuna Indians of Panama: The Forbidden Land. Ethnologiska Studier, 15.",,,@McKim1947SanBlas,
715,TIKOPIA,27083,,"Dirge (""Seru"")",10 Stamping tubes (lopu); 1 Clapper (u seru); 1 Trough (nafa),1512; 1511; 1513,,"McLeod, N. (1957). The social context of music in a Polynesian community. [Unpublished master's thesis]. University of London.",,,@McLeod1957MusicInPolynesianCommunity,
330,BETSILEO,12112,,,2 Zithers (jejo vaotavo); 2 Fiddles; 1 Accordion,915; 916; 917,,"McLeod, N. (1962-66). [Recording notes]. Madagascar. [Previously unpublished]. Norma Mcleod Collection. In Alan Lomax Collection, American Folklife Center, Library of Congress.",,T1280-1292,@NMC1962-6Madagascar,
331,BETSILEO,12112,,,1 Zither (valiha),920,,"McLeod, N. (1962-66). [Recording notes]. Madagascar. [Previously unpublished]. Norma Mcleod Collection. In Alan Lomax Collection, American Folklife Center, Library of Congress.",,T1280-1292,@NMC1962-6Madagascar,
338,BETSILEO,12112,,,4 Stamping tubes; 1 Drum,918; 919,,"McLeod, N. (1962-66). [Recording notes]. Madagascar. [Previously unpublished]. Norma Mcleod Collection. In Alan Lomax Collection, American Folklife Center, Library of Congress.",,T1280-1292,@NMC1962-6Madagascar,
333,BARA,11672,,,1 Musical bow,928,,"McLeod, N. (1962-66). [Recording notes]. Madagascar. [Previously unpublished]. Norma Mcleod Collection. In Alan Lomax Collection, American Folklife Center, Library of Congress.; Sachs, C. (1938). Les Instruments de Musique de Madagascar. Université de Paris: Travaux et Mémoires de l'lnstitut d'Ethnologie, 28.",,T1280-1292,@NMC1962-6Madagascar @Sachs1938MadagascarInstruments,
334,BARA,11672,,Mpamaliha Orchestra,1 Zither (valiha); 3 Fiddles (lokanga); 1 Rattle; 1 Whistle,932; 926; 927; 931,,"McLeod, N. (1962-66). [Recording notes]. Madagascar. [Previously unpublished]. Norma Mcleod Collection. In Alan Lomax Collection, American Folklife Center, Library of Congress.; Sachs, C. (1938). Les Instruments de Musique de Madagascar. Université de Paris: Travaux et Mémoires de l'lnstitut d'Ethnologie, 28.",,T1280-1292,@NMC1962-6Madagascar @Sachs1938MadagascarInstruments,
335,BARA,11672,,,4 Leg xylophones,929,,"McLeod, N. (1962-66). [Recording notes]. Madagascar. [Previously unpublished]. Norma Mcleod Collection. In Alan Lomax Collection, American Folklife Center, Library of Congress.; Sachs, C. (1938). Les Instruments de Musique de Madagascar. Université de Paris: Travaux et Mémoires de l'lnstitut d'Ethnologie, 28.",,T1280-1292,@NMC1962-6Madagascar @Sachs1938MadagascarInstruments,
336,BARA,11672,,,1 Zither (valiha),932,,"McLeod, N. (1962-66). [Recording notes]. Madagascar. [Previously unpublished]. Norma Mcleod Collection. In Alan Lomax Collection, American Folklife Center, Library of Congress.; Sachs, C. (1938). Les Instruments de Musique de Madagascar. Université de Paris: Travaux et Mémoires de l'lnstitut d'Ethnologie, 28.",,T1280-1292,@NMC1962-6Madagascar @Sachs1938MadagascarInstruments,
337,BARA,11672,,,5 Horns (of Iakora),933,,"McLeod, N. (1962-66). [Recording notes]. Madagascar. [Previously unpublished]. Norma Mcleod Collection. In Alan Lomax Collection, American Folklife Center, Library of Congress.; Sachs, C. (1938). Les Instruments de Musique de Madagascar. Université de Paris: Travaux et Mémoires de l'lnstitut d'Ethnologie, 28.",,T1280-1292,@NMC1962-6Madagascar @Sachs1938MadagascarInstruments,
339,BARA,11672,,,1 Fiddle; 1 Rattle,926; 927,,"McLeod, N. (1962-66). [Recording notes]. Madagascar. [Previously unpublished]. Norma Mcleod Collection. In Alan Lomax Collection, American Folklife Center, Library of Congress.; Sachs, C. (1938). Les Instruments de Musique de Madagascar. Université de Paris: Travaux et Mémoires de l'lnstitut d'Ethnologie, 28.",,T1280-1292,@NMC1962-6Madagascar @Sachs1938MadagascarInstruments,
164,BALI,11507,,Gamelan anklung,2 Gangsa; 2 Xylophones; 2 Xylophones; 4 Anklungs; 2 Gong-chimes (reyong); 2 Cymbals; 2 Drums; 2 Gongs,430; 433; 437; 418; 417; 434; 435; 425,,"McPhee, C. (1949). The Five-Tone Gamelan Music of Bali. Musical Quarterly, 35(2), 250–281.","McPhee, 278",,@McPhee1949TheFive-ToneGamelanMusicofBali,
165,BALI,11507,,,1 Drum,436,These huge drums (10 feet long) are found in remote villages. Played for feasts.,"McPhee, C. (1949). The Five-Tone Gamelan Music of Bali. Musical Quarterly, 35(2), 250–281.","McPhee, 256",,@McPhee1949TheFive-ToneGamelanMusicofBali,
166,BALI,11507,,,2 Gangsa; 2 Genders; 2 Reyongs; 1 Trompong; 3 Gongs; 2 Cymbals; 2 Drums,430; 426; 417; 420; 424; 434; 435,,"McPhee, C. (1949). The Five-Tone Gamelan Music of Bali. Musical Quarterly, 35(2), 250–281.","McPhee, 279",,@McPhee1949TheFive-ToneGamelanMusicofBali,
283,EKONDA,15027,,,1 Scraper (boyeke); 2 Rattles (bojeke),793; 794,,"Merriam, A. P. & Merriam, B. (1962). [Liner notes]. Ekonda Tribal Music Of The Congo. Washington Records.",,4A33,@Washington1962EkondaTribalMusic,
284,EKONDA,15027,,,2 Scrapers (boyeke); 1 Pluriarc; 1 Jug,793; 795; 796,,"Merriam, A. P. & Merriam, B. (1962). [Liner notes]. Ekonda Tribal Music Of The Congo. Washington Records.",,4A33,@Washington1962EkondaTribalMusic,
93,FLATHEAD,15368,,,6 Percussion sticks,240,,"Merriam, A. P. & Merriam, B. W. (1950). Flathead Indian music: report on field research, summer 1950.","Merriam & Merriam, 21, 43",,@Merriam1950FlatheadIndianmusic,
94,FLATHEAD,15368,,,1 Drum,238,,"Merriam, A. P. & Merriam, B. W. (1950). Flathead Indian music: report on field research, summer 1950.","Merriam & Merriam, 21, 43",,@Merriam1950FlatheadIndianmusic,
95,FLATHEAD,15368,,,1 Flute,239,,"Merriam, A. P. & Merriam, B. W. (1950). Flathead Indian music: report on field research, summer 1950.","Merriam & Merriam, 44115",,@Merriam1950FlatheadIndianmusic,
708,AMHARA,10495,,Azmari,1 Fiddle (masenquo),1492,,"Messing, S. D. (1957). The Highland-Plateau Amhara of Ethiopia. [Doctoral dissertation, University of Pennsylvania].",,,@Messing1957Amhara,
709,AMHARA,10495,,Azmari,1 Banjo (qrar),1491,,"Messing, S. D. (1957). The Highland-Plateau Amhara of Ethiopia. [Doctoral dissertation, University of Pennsylvania].",,,@Messing1957Amhara,
710,AMHARA,10495,,Religious,2 Drums (nagarit); 1 Drum (kabaro); 1 Rattle (sanassel),1494; 1493; 1497,,"Messing, S. D. (1957). The Highland-Plateau Amhara of Ethiopia. [Doctoral dissertation, University of Pennsylvania].",,,@Messing1957Amhara,
711,AMHARA,10495,,,1 Lyre (baganna),1499,,"Messing, S. D. (1957). The Highland-Plateau Amhara of Ethiopia. [Doctoral dissertation, University of Pennsylvania].",,,@Messing1957Amhara,
712,AMHARA,10495,,Pipe,5 Flutes (embilta),1500,,"Messing, S. D. (1957). The Highland-Plateau Amhara of Ethiopia. [Doctoral dissertation, University of Pennsylvania].",,,@Messing1957Amhara,
713,AMHARA,10495,,,1 Flute (washuit),1495,,"Messing, S. D. (1957). The Highland-Plateau Amhara of Ethiopia. [Doctoral dissertation, University of Pennsylvania].",,,@Messing1957Amhara,
350,RUANDA,62544,Source refers specifically to the Rundi,,2 Drums; 2 Drums,959; 958,,"Meyer, H. (1916). The Barundi: an ethnological study of German East Africa. Leipzig: Ott Spamer.",,,@Meyer1916TheBarundi,
364,LAPPS,19702,,,1 Flute,1005,,"Minn, E. K., & Indiana University. (1955). The Lapps. Subcontractor's monograph, HRAF-3, #6: Indiana University Graduate Program in Uralic and Asian Studies. New Haven: Human Relations Area Files.",,,@Minn1955TheLapps,
774,M GREECE,"14147, 50277, 16072, 16083, 18624, 16094, 16100, 12772, 62465, 62541, 62314",,,2 Mandolins (bouzouki),1663,,"Mirambel, A. (1939). Un instrument de musique populaire en Grèce: Le μπουζούϰι (bouzouki). Revue De Musicologie, 20(69), 19-23. doi:10.2307/926585",,,@Mirambel1939GrèceInstrument,
775,M GREECE,"14147, 50277, 16072, 16083, 18624, 16094, 16100, 12772, 62465, 62541, 62314",,,1 Mandolin (bouzouki); 1 Flute,1663; 1682,,"Mirambel, A. (1939). Un instrument de musique populaire en Grèce: Le μπουζούϰι (bouzouki). Revue De Musicologie, 20(69), 19-23. doi:10.2307/926586",,,@Mirambel1939GrèceInstrument,
375,TIBET,27028,,Trumpets,4 Trumpets,1027,,"Morris, J. (1938). Living with Lepchas: A book about the Sikkim Himalayas. London: William Heinemann, Ltd.",,,@Morris1938LivingWithLepchas,
265,MOTILON,21814,,,1 Flute (ayushik),753,,"Moser, B. (1960-1). [Recording notes] Motilon recordings. Moser-Tayler Anglo-Colombian Expedition, Brian Moser & Donald Tayler Colombia Collection. In Sound Archive of the British Library, London. Retrieved from https://sounds.bl.uk/World-and-traditional-music/Moser-Tayler-Colombia",,T1639,@MTACE1960-1Motilon,
266,MOTILON,21814,,,1 Panpipe (soki),752,,"Moser, B. (1960-1). [Recording notes] Motilon recordings. Moser-Tayler Anglo-Colombian Expedition, Brian Moser & Donald Tayler Colombia Collection. In Sound Archive of the British Library, London. Retrieved from https://sounds.bl.uk/World-and-traditional-music/Moser-Tayler-Colombia",,T1639,@MTACE1960-1Motilon,
267,MOTILON,21814,,,1 Musical bow (sokske),755,,"Moser, B. (1960-1). [Recording notes] Motilon recordings. Moser-Tayler Anglo-Colombian Expedition, Brian Moser & Donald Tayler Colombia Collection. In Sound Archive of the British Library, London. Retrieved from https://sounds.bl.uk/World-and-traditional-music/Moser-Tayler-Colombia",,T1639,@MTACE1960-1Motilon,
268,MOTILON,21814,,,1 Flute (atunsa),754,,"Moser, B. (1960-1). [Recording notes] Motilon recordings. Moser-Tayler Anglo-Colombian Expedition, Brian Moser & Donald Tayler Colombia Collection. In Sound Archive of the British Library, London. Retrieved from https://sounds.bl.uk/World-and-traditional-music/Moser-Tayler-Colombia",,T1639,@MTACE1960-1Motilon,
387,BEDOUIN,,Source refers specifically to Rwala,,1 Viol (rebec),1065,,"Musil, A. (1928). The Manners and Customs of the Rwala Bedouins. Oriental Explorations and Studies, 6. New York: American Geographical Society.",,,@Musil1928Rwala,
388,BEDOUIN,,Source refers specifically to Rwala,,1 Drum; 4 Clapping,1064; 1066,,"Musil, A. (1928). The Manners and Customs of the Rwala Bedouins. Oriental Explorations and Studies, 6. New York: American Geographical Society.",,,@Musil1928Rwala,
155,CHEREMIS,13520,,,1 Oboe (shawm),390,,"Nettl, B. (1960). Cheremis Musical Styles. Bloomington: Indiana University Press.","Nettl, 59",,@Nettl1960CheremisMusicalStyles,
156,CHEREMIS,13520,,,1 Drum,393,,"Nettl, B. (1960). Cheremis Musical Styles. Bloomington: Indiana University Press.","Nettl, 76",,@Nettl1960CheremisMusicalStyles,
157,CHEREMIS,13520,,,1 Accordion; 1 Drum,397; 393,,"Nettl, B. (1960). Cheremis Musical Styles. Bloomington: Indiana University Press.","Nettl, 68",,@Nettl1960CheremisMusicalStyles,
703,VIETNAM,28271,,Songstress,1 Castanets; 1 Drum (cai bom),1486; 607,,"Ngô-Quy-Son. (1942). De quelques interdits chez les Annamites du Tonkin. Institut Indochinois por l'étude de l'Homme, Bulletins et Travaux pour 1940, 3(2), 31-37. (See also translation: A Few Taboos among the Annamites of Tonkin. (1951). C. Messner, trans. New Haven: HRAF).",,,@Ngô-Quy-Son1942AnnamitesDuTonkin,
